"variable","eta_B_waba","eta_W_waba","E_waba","eta_B_int","eta_W_int","E_int","delta_eta_B","E_ratio","class_waba","class_iwaba","V_C","V_R","V_W","delta_E","F_score","branch","selection_rule","analysis_family","target_label","pair_label","var1","var2","r_between_waba","r_within","r_between_int","weighted_between_waba","weighted_within_waba","weighted_between_int","weighted_within_int","delta_A","dominance_waba","dominance_iwaba","flipped","n_pairs","mean_abs_r_between_waba","mean_abs_r_between_int","mean_abs_weighted_between_waba","mean_abs_weighted_within_waba","mean_abs_weighted_between_int","mean_abs_weighted_within_int","proportion_between_dominant_waba","proportion_between_dominant_iwaba","consistency_rate_waba","consistency_rate_iwaba","n_dominance_flips","pi_R","E_C_int","E_R_int","E_R_het_int","V_R_het","r_R_billard","r_R_billard_defined","r_R_het","r_R_het_defined","statistic","df1","df2","p_value","center","p_adj","reject","within_group_dominant","stat_name","estimate","ci_lower","ci_upper","ci_defined","n_finite","boot_defined_rate","reject_null","notes","n","p","K","G","radius_prop","mean_eta_B_waba","mean_eta_B_int","mean_delta_eta_B","reclassified_count","reclassified_prop","mean_pi_R","mean_E_R_het_int","T_het","dominance_flip_count","mean_r_R_billard","mean_r_R_het_signed","positive_r_R_het_count","negative_r_R_het_count","bf_raw_count","bf_bh_count","bf_bh_prop","selected_pair_count","bootstrap_B","bootstrap_seed"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_5232--Probe_11918","Probe_5232--Probe_11918","Probe_5232","Probe_11918",0.200693799288125,0.018679880287462,0.385038139016457,0.0542955326106561,0.0133895947083769,0.160751298784105,0.0107991564999441,0.0257243582796663,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_5232--Probe_7598","Probe_5232--Probe_7598","Probe_5232","Probe_7598",0.403259768976546,0.0615438833056555,0.627386256834683,0.108960086540303,0.0441288324102861,0.261814997826466,0.0355889140396063,0.067280522284354,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_5232--Probe_2445","Probe_5232--Probe_2445","Probe_5232","Probe_2445",0.86146369262581,-0.0549429866491566,0.890618913675855,0.231906611704631,-0.0394339399987821,0.371186864652626,-0.0317961561234237,0.136768692946422,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_11732","Probe_8997--Probe_11732","Probe_8997","Probe_11732",0.780765468145521,0.212512577497787,0.83171922352152,0.270363565775739,0.138916921349833,0.385296141176336,0.114062758094826,0.135442803621176,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_14766","Probe_8997--Probe_14766","Probe_8997","Probe_14766",0.871513316628745,0.280934372991645,0.879350783619167,0.301196655166379,0.183830516586992,0.40696285823051,0.150913038724047,0.142844022722221,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_11134","Probe_8997--Probe_11134","Probe_8997","Probe_11134",-0.72692145763688,-0.153023439816467,-0.168363754635236,-0.249834962576624,-0.100417269793534,-0.077704010428337,-0.0823937312938123,-0.000750813719869839,"Between","Within",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_463","Probe_8997--Probe_463","Probe_8997","Probe_463",0.876406122338757,0.248874917658338,0.883005540662076,0.30069556087298,0.163459249313437,0.407183656094139,0.134099402491018,0.147815880041742,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_9264","Probe_8997--Probe_9264","Probe_8997","Probe_9264",0.876406122338757,0.248874917658338,0.883005540662076,0.30069556087298,0.163459249313437,0.407183656094139,0.134099402491018,0.147815880041742,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_5679","Probe_8997--Probe_5679","Probe_8997","Probe_5679",-0.0850814886128554,-0.0117650459231506,0.230023306564459,-0.0288849875874397,-0.00776797757556803,0.105523956313744,-0.0063666264823923,0.0110947714233386,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_9655","Probe_8997--Probe_9655","Probe_8997","Probe_9655",0.95685637262209,0.273353020112577,0.936281804465427,0.322412376721529,0.181144982837768,0.42795836175262,0.148366771891898,0.161135660392364,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_12551","Probe_8997--Probe_12551","Probe_8997","Probe_12551",0.556867028475832,0.365411812950825,0.6418029493742,0.187133140290557,0.242461218178333,0.292978808642379,0.198540938585293,0.0464180780191785,"Within","Between",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_13088","Probe_8997--Probe_13088","Probe_8997","Probe_13088",0.966901453440847,0.0661935237685158,0.967316852998709,0.323006749074555,0.0440441451744954,0.440326870492607,0.0360472395533637,0.192588349398396,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_13169","Probe_8997--Probe_13169","Probe_8997","Probe_13169",-0.476477738706715,-0.130873763753392,0.0639346849501426,-0.158880764660128,-0.0871563261211817,0.0290778572654736,-0.0713203637740433,-0.00424107250571062,"Between","Within",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_14094","Probe_8997--Probe_14094","Probe_8997","Probe_14094",0.54400601468901,0.0770628778558897,0.7109336319523,0.180859253895228,0.0513913553516297,0.322881421711404,0.0420429968123223,0.102484798905416,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_2455","Probe_8997--Probe_2455","Probe_8997","Probe_2455",0.239796937631937,0.00043318163609843,0.393715914977795,0.0789723411378065,0.000290123702584791,0.178020045953836,0.000237158435886625,0.0316910805172823,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_266","Probe_8997--Probe_266","Probe_8997","Probe_266",0.616788747751123,0.173535826148566,0.710326513381559,0.201289885656973,0.116694486058638,0.319826820375102,0.0953186067701148,0.0932035582346518,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_10872","Probe_8997--Probe_10872","Probe_8997","Probe_10872",-0.589401412759589,-0.293193229580068,-0.0070130135457723,-0.19171287774276,-0.197444061756249,-0.00315280679260253,-0.161232607731302,-0.0259860136051644,"Within","Within",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_12449","Probe_8997--Probe_12449","Probe_8997","Probe_12449",0.852501283733439,0.110438027316372,0.904971095017344,0.270354559856984,0.0751632359896474,0.402228895053678,0.0612546917694804,0.158035946752329,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_16031","Probe_8997--Probe_16031","Probe_8997","Probe_16031",0.76601645047234,0.103958276332808,0.783305953687704,0.24235977951833,0.0708197092038013,0.347793373061953,0.057704488959163,0.117630422299773,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_14680","Probe_8997--Probe_14680","Probe_8997","Probe_14680",0.736011673071771,0.235985765827431,0.779705562338076,0.232558640128252,0.160846109053587,0.345993097087441,0.131045418341709,0.102538321563806,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_2599","Probe_8997--Probe_2599","Probe_8997","Probe_2599",0.350818923336613,0.102631434151742,0.500188306440812,0.110692444332894,0.0699921184352169,0.221820150267715,0.0570181929416404,0.0459531047384614,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_4316","Probe_8997--Probe_4316","Probe_8997","Probe_4316",0.169937994222349,-0.00981484066477491,0.400715127783828,0.0535897261806675,-0.00669497318040463,0.177662653505377,-0.00545374083574473,0.0315342751614681,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_11937","Probe_8997--Probe_11937","Probe_8997","Probe_11937",0.837980814804491,0.165684528957825,0.890198761975546,0.26392492520493,0.113074136248582,0.394465136342547,0.0921016374552891,0.147120032167799,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_9259","Probe_8997--Probe_9259","Probe_8997","Probe_9259",0.897533540442028,0.223474589760051,0.923966989099514,0.280938246141475,0.152884110134163,0.408325888789317,0.124469516774749,0.151237370849446,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_3634","Probe_8997--Probe_3634","Probe_8997","Probe_3634",0.521035127309624,0.0697384160136204,0.585720422901394,0.160850332691882,0.0479618408851297,0.257311851544674,0.039007794366949,0.0646877809239742,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_9090","Probe_8997--Probe_9090","Probe_8997","Probe_9090",0.742742188481197,0.130938261606643,0.818629607311412,0.228141384201662,0.0902201330551715,0.358863054787769,0.0733499844559061,0.123402471871928,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_132","Probe_8997--Probe_132","Probe_8997","Probe_132",0.67522583701927,0.204295633378756,0.697311014896464,0.206910025787094,0.140888647061623,0.305373938027088,0.11452441788222,0.0801373997349106,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_6969","Probe_8997--Probe_6969","Probe_8997","Probe_6969",-0.401994638431633,-0.0236289934406664,-0.0468210624818126,-0.122926232737611,-0.0163077498669392,-0.0204863665968648,-0.0132541234204041,0.000244019428697831,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_7192","Probe_8997--Probe_7192","Probe_8997","Probe_7192",-0.11843586695672,0.10209060993445,0.266642418999922,-0.0358306738938717,0.0707303234566942,0.116148910751486,0.0574425236586297,0.0101909259444845,"Within","Between",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"moderate50","Sample 50 probes uniformly without replacement from the middle 40% of the ANOVA F ranking (ranks 4819-11245 of 16063) after excluding the top and bottom 30%.","pairwise","Probe_8997--Probe_321","Probe_8997--Probe_321","Probe_8997","Probe_321",0.85792036167163,0.28762282641437,0.812666671459097,0.25735435799337,0.199863488889617,0.352763737609834,0.162220533348877,0.0981267531324653,"Between","Between",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
