"branch","selection_rule","pair_label","var1","var2","delta_A","dominance_waba","dominance_iwaba","flipped","r_R_billard","r_R_het","r_R_het_defined","delta_A_estimate","delta_A_ci_lower","delta_A_ci_upper","delta_A_ci_defined","delta_A_n_finite","delta_A_boot_defined_rate","delta_A_reject_null","delta_A_p_value","delta_A_q_value","delta_A_q_le_0_05","delta_A_q_le_0_10","r_R_het_estimate","r_R_het_ci_lower","r_R_het_ci_upper","r_R_het_ci_defined","r_R_het_n_finite","r_R_het_boot_defined_rate","r_R_het_reject_null","r_R_het_p_value","r_R_het_q_value","r_R_het_q_le_0_05","r_R_het_q_le_0_10","bootstrap_B","bootstrap_seed","checkpoint_file","checkpoint_every"
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6296--Probe_10726","Probe_6296","Probe_10726",0.00019189814898745,"Between","Between",FALSE,0.0222796667678522,-0.0940060122217467,TRUE,0.00019189814898745,-0.000311392744862582,0.000586860290817918,TRUE,399,1,FALSE,0.08,0.131720430107527,FALSE,FALSE,-0.0940060122217467,-0.105800799304572,-0.0723682642973423,TRUE,399,1,TRUE,0.225,0.305570953436807,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6296--Probe_15997","Probe_6296","Probe_15997",0.00122542110599236,"Between","Between",FALSE,0.0321011940185573,-0.0836868467797864,TRUE,0.00122542110599236,0.000495981890970967,0.00341377245200038,TRUE,399,1,TRUE,0.82,0.864457831325301,FALSE,FALSE,-0.0836868467797864,-0.0991206568011398,-0.0685422963769593,TRUE,399,1,TRUE,0.48,0.569215876089061,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6296--Probe_1667","Probe_6296","Probe_1667",-0.000116631295429897,"Between","Within",TRUE,0.0536203108332425,-0.0595373047061482,TRUE,-0.000116631295429897,-0.00212121875260923,0.00137259192650914,TRUE,399,1,FALSE,0.985,0.992290296052632,FALSE,FALSE,-0.0595373047061482,-0.0815558354607887,0.00253483291005796,TRUE,399,1,FALSE,0.985,0.99066091954023,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6296--Probe_13873","Probe_6296","Probe_13873",0.00051916816792964,"Between","Between",FALSE,0.020329129454952,-0.097000375526845,TRUE,0.00051916816792964,0.000140908770737923,0.00160684509667384,TRUE,399,1,TRUE,0.255,0.335887096774194,FALSE,FALSE,-0.097000375526845,-0.104334880713308,-0.0912738794411066,TRUE,399,1,TRUE,0.61,0.688709677419355,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6296--Probe_10430","Probe_6296","Probe_10430",0.000332409382231717,"Between","Between",FALSE,0.0450558305752805,-0.0694819690841257,TRUE,0.000332409382231717,-0.000387861486895461,0.00154362198440987,TRUE,399,1,FALSE,0.41,0.50225,FALSE,FALSE,-0.0694819690841257,-0.0931019330029678,-0.041687332564647,TRUE,399,1,TRUE,0.15,0.221385542168675,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6296--Probe_5326","Probe_6296","Probe_5326",0.000270659098395468,"Between","Between",FALSE,0.0153783604811054,-0.10349208535922,TRUE,0.000270659098395468,9.73534855941031e-08,0.000812567273543634,TRUE,399,1,TRUE,0.2,0.273743016759777,FALSE,FALSE,-0.10349208535922,-0.126262571540381,-0.0977306981445726,TRUE,399,1,TRUE,0.42,0.508399209486166,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6296--Probe_11999","Probe_6296","Probe_11999",-6.28087284314708e-05,"Between","Within",TRUE,0.0318525371061886,-0.0851143540934436,TRUE,-6.28087284314708e-05,-0.0016483287147788,0.00161222191449693,TRUE,399,1,FALSE,0.315,0.4049055613851,FALSE,FALSE,-0.0851143540934436,-0.0948192997473839,0.00695480446494025,TRUE,399,1,FALSE,0.25,0.332519001085776,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6296--Probe_3034","Probe_6296","Probe_3034",5.92225616369316e-05,"Between","Between",FALSE,0.0602417660260971,-0.0533994324213005,TRUE,5.92225616369316e-05,-0.00387210727880749,0.00321366899805771,TRUE,399,1,FALSE,0.085,0.137368073878628,FALSE,FALSE,-0.0533994324213005,-0.0884465944155296,0.0455156163317558,TRUE,399,1,FALSE,0.045,0.0821535022354694,FALSE,TRUE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6296--Probe_9852","Probe_6296","Probe_9852",2.15140070643778e-05,"Between","Between",FALSE,0.0472037696285697,-0.0682002136324972,TRUE,2.15140070643778e-05,-0.00472046233019698,0.00145520776887836,TRUE,399,1,FALSE,0.275,0.357996811902232,FALSE,FALSE,-0.0682002136324972,-0.090606792557551,-0.0241138748447989,TRUE,399,1,TRUE,0.06,0.10337552742616,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6296--Probe_10102","Probe_6296","Probe_10102",-0.000113107584940946,"Between","Within",TRUE,0.0458656312820541,-0.0697676705287209,TRUE,-0.000113107584940946,-0.000714302722826431,0.000246223497523359,TRUE,399,1,FALSE,0.035,0.0694894651539708,FALSE,TRUE,-0.0697676705287209,-0.0828324146902391,-0.0208088929299092,TRUE,399,1,TRUE,0.185,0.263824214202561,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6296--Probe_2011","Probe_6296","Probe_2011",0.000137098719846295,"Between","Between",FALSE,0.0294482827142596,-0.0888576443279988,TRUE,0.000137098719846295,-0.00152965465000981,0.00101569651525799,TRUE,399,1,FALSE,0.115,0.174134734239802,FALSE,FALSE,-0.0888576443279988,-0.120270931751364,-0.0443711902324133,TRUE,399,1,TRUE,0.065,0.110283933518006,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6296--Probe_2373","Probe_6296","Probe_2373",-3.62701018235347e-05,"Between","Within",TRUE,0.0401616800812197,-0.077234850525004,TRUE,-3.62701018235347e-05,-0.0137530791205243,0.00088936558859638,TRUE,399,1,FALSE,0.025,0.0524400684931507,FALSE,TRUE,-0.077234850525004,-0.0915795845753548,0.129285546024713,TRUE,399,1,FALSE,0.23,0.311325966850829,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6296--Probe_9917","Probe_6296","Probe_9917",-3.62701018235347e-05,"Between","Within",TRUE,0.0401616800812197,-0.077234850525004,TRUE,-3.62701018235347e-05,-0.0137530791205243,0.00088936558859638,TRUE,399,1,FALSE,0.07,0.118932038834951,FALSE,FALSE,-0.077234850525004,-0.0915795845753548,0.129285546024713,TRUE,399,1,FALSE,0.52,0.607244995233556,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6296--Probe_15059","Probe_6296","Probe_15059",0.000586799885488879,"Between","Between",FALSE,0.0195646710734889,-0.100677601397945,TRUE,0.000586799885488879,0.00019469317169345,0.00137044762068813,TRUE,399,1,TRUE,0.04,0.0777777777777778,FALSE,TRUE,-0.100677601397945,-0.110190786201388,-0.0931223548240161,TRUE,399,1,TRUE,0.475,0.564379243452958,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6296--Probe_1159","Probe_6296","Probe_1159",0.208779241411364,"Between","Between",FALSE,0.974789954404046,0.976411149796602,TRUE,0.208779241411364,0.0160682148142255,0.326448174776389,TRUE,399,1,TRUE,0.355,0.448324742268041,FALSE,FALSE,0.976411149796602,0.858584668613754,0.999573446413384,TRUE,399,1,TRUE,0.06,0.10337552742616,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6296--Probe_13629","Probe_6296","Probe_13629",0.00103639723513695,"Between","Between",FALSE,0.027558727525699,-0.0919658086349945,TRUE,0.00103639723513695,0.000329165967722543,0.00258442254404884,TRUE,399,1,TRUE,0.26,0.341738197424893,FALSE,FALSE,-0.0919658086349945,-0.0988305067933587,-0.0827168287496178,TRUE,399,1,TRUE,0.05,0.0892857142857143,FALSE,TRUE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6296--Probe_2253","Probe_6296","Probe_2253",0.000503521582082597,"Between","Between",FALSE,0.0101248480934145,-0.111898534313003,TRUE,0.000503521582082597,0.000191674399009556,0.00128185372164838,TRUE,399,1,TRUE,0.035,0.0694894651539708,FALSE,TRUE,-0.111898534313003,-0.126006579814646,-0.0789868546134558,TRUE,399,1,TRUE,0.505,0.591419694072658,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6296--Probe_14784","Probe_6296","Probe_14784",0.000524236731906876,"Between","Between",FALSE,0.0185476625667772,-0.102513083161739,TRUE,0.000524236731906876,0.000158422915105135,0.0011023525818714,TRUE,399,1,TRUE,0.32,0.410471204188482,FALSE,FALSE,-0.102513083161739,-0.11583625228264,-0.0905734699666364,TRUE,399,1,TRUE,0.085,0.136826544021025,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6297--Probe_1097","Probe_6297","Probe_1097",0.000350813406977088,"Between","Between",FALSE,0.0213349054923907,-0.0736493432390889,TRUE,0.000350813406977088,8.33141844036442e-05,0.00251669785020182,TRUE,399,1,TRUE,0.275,0.357996811902232,FALSE,FALSE,-0.0736493432390889,-0.109913254054366,-0.0568116173290344,TRUE,399,1,TRUE,0.285,0.372996794871795,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6297--Probe_4455","Probe_6297","Probe_4455",-0.00239818993037518,"Within","Within",FALSE,0.108838974532061,0.0198698667127818,TRUE,-0.00239818993037518,-0.0749531688588963,0.00158762794772469,TRUE,399,1,FALSE,0.09,0.142810880829016,FALSE,FALSE,0.0198698667127818,-0.0321621149033764,0.503860291857838,TRUE,399,1,FALSE,0.565,0.651105362182502,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6297--Probe_2434","Probe_6297","Probe_2434",0.171408135336505,"Between","Between",FALSE,0.993475760885912,0.993122752118807,TRUE,0.171408135336505,-0.00962650441763209,0.403948455908666,TRUE,399,1,FALSE,0.155,0.220528455284553,FALSE,FALSE,0.993122752118807,0.975771892520292,0.999914026157065,TRUE,399,1,TRUE,0.325,0.416448744769875,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6297--Probe_1141","Probe_6297","Probe_1141",0.000138711941197442,"Between","Between",FALSE,0.0267402381532211,-0.0730019770770331,TRUE,0.000138711941197442,-0.00222820941018711,0.000756562907056377,TRUE,399,1,FALSE,0.47,0.56556974459725,FALSE,FALSE,-0.0730019770770331,-0.0888372134805745,-0.0533726468288532,TRUE,399,1,TRUE,0.445,0.533912830558276,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6297--Probe_1060","Probe_6297","Probe_1060",0.000131547582662838,"Between","Between",FALSE,0.0275520585088369,-0.0721749434399469,TRUE,0.000131547582662838,-0.000485381256321132,0.000870249565135886,TRUE,399,1,FALSE,0.425,0.517519880715706,FALSE,FALSE,-0.0721749434399469,-0.0936638582061091,-0.00619252126928568,TRUE,399,1,TRUE,0.445,0.533912830558276,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6297--Probe_1846","Probe_6297","Probe_1846",0.000107818288997154,"Between","Between",FALSE,0.0232589039722208,-0.077513384497034,TRUE,0.000107818288997154,-0.000991085255168629,0.000759198180706028,TRUE,399,1,FALSE,0.055,0.0980713245997089,FALSE,TRUE,-0.077513384497034,-0.0972521168089383,-0.0687411905016486,TRUE,399,1,TRUE,0.695,0.76288082437276,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6297--Probe_1342","Probe_6297","Probe_1342",-0.000201497622242681,"Between","Within",TRUE,0.052609872353298,-0.047103156508584,TRUE,-0.000201497622242681,-0.0297902987289326,0.00107708556173605,TRUE,399,1,FALSE,0.135,0.19758064516129,FALSE,FALSE,-0.047103156508584,-0.0806815074037081,0.302545506524134,TRUE,399,1,FALSE,0.225,0.305570953436807,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6297--Probe_6838","Probe_6297","Probe_6838",0.000373625846117543,"Between","Between",FALSE,0.0201367124867952,-0.086175172150759,TRUE,0.000373625846117543,-0.000205863089609846,0.000929701406950603,TRUE,399,1,FALSE,0.325,0.416448744769875,FALSE,FALSE,-0.086175172150759,-0.115321272060864,-0.0754248154871447,TRUE,399,1,TRUE,0.285,0.372996794871795,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6297--Probe_11689","Probe_6297","Probe_11689",0.000865551227686472,"Between","Between",FALSE,0.0128831176916195,-0.0958486054622713,TRUE,0.000865551227686472,0.000314194251992339,0.00174429842537591,TRUE,399,1,TRUE,0.36,0.453703703703704,FALSE,FALSE,-0.0958486054622713,-0.10055045102397,-0.089653023237519,TRUE,399,1,TRUE,0.075,0.12517029972752,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6297--Probe_5933","Probe_6297","Probe_5933",9.03241365935059e-05,"Between","Between",FALSE,0.0332462643540509,-0.0735310789539108,TRUE,9.03241365935059e-05,-0.0005974006605839,0.000630906145146273,TRUE,399,1,FALSE,0.6,0.683720930232558,FALSE,FALSE,-0.0735310789539108,-0.0974640519491378,-0.0606879418972798,TRUE,399,1,TRUE,0.64,0.713375796178344,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6297--Probe_4162","Probe_6297","Probe_4162",-0.0139197795538644,"Within","Within",FALSE,0.996732269779391,0.997646604318699,TRUE,-0.0139197795538644,-0.220637018448355,0.282975204421424,TRUE,399,1,FALSE,0.825,0.867489270386266,FALSE,FALSE,0.997646604318699,0.986762510814011,0.999568502910176,TRUE,399,1,TRUE,0.28,0.367631296891747,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6297--Probe_15631","Probe_6297","Probe_15631",0.000663919428304844,"Between","Between",FALSE,0.0121696904264834,-0.0973761532114152,TRUE,0.000663919428304844,0.000185084430446049,0.00147564836295184,TRUE,399,1,TRUE,0.09,0.142810880829016,FALSE,FALSE,-0.0973761532114152,-0.102325176253781,-0.0915392011789992,TRUE,399,1,TRUE,0.695,0.76288082437276,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6297--Probe_11698","Probe_6297","Probe_11698",-9.39051990133448e-05,"Between","Within",TRUE,0.0321917037405209,-0.0774067943898636,TRUE,-9.39051990133448e-05,-0.00115791374917709,0.000389447114610678,TRUE,399,1,FALSE,0.495,0.589285714285714,FALSE,FALSE,-0.0774067943898636,-0.0929905001464059,0.0112209171254828,TRUE,399,1,FALSE,0.39,0.478707414829659,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6297--Probe_15113","Probe_6297","Probe_15113",0.00087154602492921,"Between","Between",FALSE,0.0129077998392147,-0.0992896185643119,TRUE,0.00087154602492921,0.000365525075790624,0.00176540952198256,TRUE,399,1,TRUE,0.4,0.492957746478873,FALSE,FALSE,-0.0992896185643119,-0.104800708436216,-0.0933272987994936,TRUE,399,1,TRUE,0.995,0.99744271685761,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6297--Probe_549","Probe_6297","Probe_549",0.00065367358330311,"Between","Between",FALSE,0.0152830216297027,-0.0970185978099904,TRUE,0.00065367358330311,0.000232831346996279,0.00261206626557233,TRUE,399,1,TRUE,0.49,0.586181640625,FALSE,FALSE,-0.0970185978099904,-0.109055710810616,-0.0902668134539955,TRUE,399,1,TRUE,0.575,0.660764540337711,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6297--Probe_8313","Probe_6297","Probe_8313",-7.20462063606031e-05,"Within","Within",FALSE,0.0808234391775493,-0.0258084055966428,TRUE,-7.20462063606031e-05,-0.00193269112419744,0.0102082141743824,TRUE,399,1,FALSE,0.99,0.99405737704918,FALSE,FALSE,-0.0258084055966428,-0.0673172213427061,0.14378056976492,TRUE,399,1,FALSE,0.525,0.611917221693625,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6297--Probe_10573","Probe_6297","Probe_10573",0.000759070269770606,"Between","Between",FALSE,0.034871390047094,-0.0773463056908095,TRUE,0.000759070269770606,6.5604281832981e-05,0.00203158508787546,TRUE,399,1,TRUE,0.355,0.448324742268041,FALSE,FALSE,-0.0773463056908095,-0.08896518322809,-0.0524068536316075,TRUE,399,1,TRUE,0.16,0.232779097387173,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6297--Probe_14780","Probe_6297","Probe_14780",0.000573714360075346,"Between","Between",FALSE,0.0196696794244505,-0.09511227782895,TRUE,0.000573714360075346,0.00013496058698283,0.00122679137242466,TRUE,399,1,TRUE,0.87,0.900887573964497,FALSE,FALSE,-0.09511227782895,-0.102872651708317,-0.0860563347144499,TRUE,399,1,TRUE,1,1,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_6297--Probe_8348","Probe_6297","Probe_8348",0.000113191047379519,"Between","Between",FALSE,0.0295118015849419,-0.0841471250440875,TRUE,0.000113191047379519,-0.000249161826763149,0.000731437105699231,TRUE,399,1,FALSE,0.18,0.252,FALSE,FALSE,-0.0841471250440875,-0.096325908167562,-0.00984207750075481,TRUE,399,1,TRUE,0.855,0.891382978723404,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
